# created by LinkChecker at 2025-08-26 22:25:43+002
# Read the documentation at https://linkchecker.github.io/linkchecker/
# Write comments and bugs to https://github.com/linkchecker/linkchecker/issues
urlname;parentname;base;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
/reference/ft_stratify;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_stratify;542;5500;ft_stratify;-1;7508;3.2909018993377686;0;3;
/reference/ft_lateralizedpotential;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_lateralizedpotential;546;96;ft_lateralizedpotential;-1;7508;3.011258840560913;0;3;
/reference/contrib/spike/ft_spike_jpsth;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_jpsth;546;302;ft_spike_jpsth;-1;7508;3.3955740928649902;0;3;
/reference/contrib/spike/ft_spike_plot_jpsth;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_plot_jpsth;546;372;ft_spike_plot_jpsth;-1;7508;3.4097108840942383;0;3;
/reference/external/artinis/ft_nirs_referencechannelsubtraction;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/external/artinis/ft_nirs_referencechannelsubtraction;566;41;ft_nirs_referencechannelsubtraction;-1;7508;3.5345990657806396;0;3;
/reference/contrib/spike/ft_spike_plot_raster;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_plot_raster;580;39;ft_spike_plot_raster;-1;7508;3.208019256591797;0;3;
/reference/contrib/spike/ft_spike_plot_isireturn;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_plot_isireturn;604;447;ft_spike_plot_isireturn;-1;7508;3.091733932495117;0;3;
/reference/ft_annotate;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_annotate;612;35;ft_annotate;-1;7508;3.35835599899292;0;3;
/reference/ft_regressconfound;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_regressconfound;626;36;ft_regressconfound;-1;7508;3.699061155319214;0;3;
/reference/ft_meshrealign;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_meshrealign;632;94;ft_meshrealign;-1;7508;3.9016051292419434;0;3;
/reference/realtime/online_mri/ft_omri_pipeline;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/realtime/online_mri/ft_omri_pipeline;634;41;ft_omri_pipeline;-1;7508;4.199808120727539;0;3;
/reference/realtime/online_mri/ft_omri_pipeline_nuisance;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/realtime/online_mri/ft_omri_pipeline_nuisance;634;121;ft_omri_pipeline_nuisance;-1;7508;4.436166048049927;0;3;
/reference/contrib/spike/ft_spikedetection;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spikedetection;668;1883;ft_spikedetection;-1;7508;4.445281982421875;0;3;
/reference/ft_headmovement;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_headmovement;672;639;ft_headmovement;-1;7508;4.26416802406311;0;3;
/reference/contrib/spike/ft_spikefixdmafile;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spikefixdmafile;672;2492;ft_spikefixdmafile;-1;7508;3.9861037731170654;0;3;
/reference/ft_volumewrite;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_volumewrite;674;36;ft_volumewrite;-1;7508;4.158060073852539;0;3;
/reference/ft_volumedownsample;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_volumedownsample;744;218;ft_volumedownsample;-1;7508;4.493553876876831;0;3;
/reference/ft_prepare_sourcemodel;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_prepare_sourcemodel;786;974;ft_prepare_sourcemodel;-1;7508;4.101956129074097;0;3;
/reference/contrib/spike/ft_spike_plot_psth;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_plot_psth;804;37;ft_spike_plot_psth;-1;7508;4.099652051925659;0;3;
/reference/ft_statistics_mvpa;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_statistics_mvpa;878;36;ft_statistics_mvpa;-1;7508;3.960357904434204;0;3;
/reference/ft_analysispipeline;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_analysispipeline;880;36;ft_analysispipeline;-1;7508;3.9050843715667725;0;3;
/reference/ft_freqanalysis_mvar;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_freqanalysis_mvar;880;718;ft_freqanalysis_mvar;-1;7508;3.483097791671753;0;3;
/reference/ft_headcircumference;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_headcircumference;880;786;ft_headcircumference;-1;7508;3.1841418743133545;0;3;
/reference/ft_interpolatenan;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_interpolatenan;880;906;ft_interpolatenan;-1;7508;3.377149820327759;0;3;
/reference/realtime/example/ft_realtime_micromedproxy;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/realtime/example/ft_realtime_micromedproxy;880;1460;ft_realtime_micromedproxy;-1;7508;3.3390250205993652;0;3;
/reference/contrib/spike/ft_spiketriggeredspectrum_fft;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spiketriggeredspectrum_fft;880;2242;ft_spiketriggeredspectrum_fft;-1;7508;3.6205170154571533;0;3;
/reference/ft_sourcewrite;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_sourcewrite;910;286;ft_sourcewrite;-1;7508;3.337984800338745;0;3;
/reference/contrib/misc/ft_laggedcoherence;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/misc/ft_laggedcoherence;934;389;ft_laggedcoherence;-1;7508;3.591585636138916;0;3;
/reference/ft_freqinterpolate;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_freqinterpolate;936;332;ft_freqinterpolate;-1;7508;3.491719961166382;0;3;
/reference/contrib/spike/ft_spikedensity;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spikedensity;960;683;ft_spikedensity;-1;7508;3.1882193088531494;0;3;
/reference/ft_sourcemovie;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_sourcemovie;978;96;ft_sourcemovie;-1;7508;3.3327858448028564;0;3;
/reference/ft_denoise_synthetic;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_denoise_synthetic;1010;36;ft_denoise_synthetic;-1;7508;3.6031312942504883;0;3;
/reference/ft_prepare_montage;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_prepare_montage;1030;38;ft_prepare_montage;-1;7508;3.758354902267456;0;3;
/reference/contrib/spike/ft_spike_maketrials;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_maketrials;1038;31;ft_spike_maketrials;-1;7508;3.408489942550659;0;3;
/reference/ft_interactiverealign;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_interactiverealign;1128;43;ft_interactiverealign;-1;7508;3.5369608402252197;0;3;
/reference/ft_anonymizedata;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_anonymizedata;1150;153;ft_anonymizedata;-1;7508;3.273545026779175;0;3;
/reference/ft_denoise_ssp;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_denoise_ssp;1150;1181;ft_denoise_ssp;-1;7508;3.414853096008301;0;3;
/reference/ft_examplefunction;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_examplefunction;1150;1501;ft_examplefunction;-1;7508;3.1779332160949707;0;3;
/reference/ft_math;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_math;1150;2203;ft_math;-1;7508;3.3378450870513916;0;3;
/reference/ft_networkanalysis;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_networkanalysis;1150;2693;ft_networkanalysis;-1;7508;3.547234058380127;0;3;
/reference/external/artinis/ft_nirs_scalpcouplingindex;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/external/artinis/ft_nirs_scalpcouplingindex;1150;2981;ft_nirs_scalpcouplingindex;-1;7508;3.3448221683502197;0;3;
/reference/external/artinis/ft_nirs_signalqualityindex;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/external/artinis/ft_nirs_signalqualityindex;1150;3078;ft_nirs_signalqualityindex;-1;7508;3.1564090251922607;0;3;
/reference/contrib/spike/ft_spike_rate;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_rate;1220;655;ft_spike_rate;-1;7508;2.996138095855713;0;3;
/reference/contrib/spike/ft_spike_select;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_select;1232;909;ft_spike_select;-1;7508;3.277208089828491;0;3;
/reference/contrib/spike/ft_spike_rate_orituning;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_rate_orituning;1366;2873;ft_spike_rate_orituning;-1;7508;3.376070022583008;0;3;
/reference/contrib/spike/ft_spiketriggeredspectrum;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spiketriggeredspectrum;1366;3359;ft_spiketriggeredspectrum;-1;7508;3.3816959857940674;0;3;
/reference/ft_virtualchannel;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_virtualchannel;1366;3813;ft_virtualchannel;-1;7508;3.5871331691741943;0;3;
/reference/contrib/spike/ft_spike_plot_isi;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/contrib/spike/ft_spike_plot_isi;1602;35;ft_spike_plot_isi;-1;7508;3.653409957885742;0;3;
/reference/ft_reproducescript;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/ft_reproducescript;1766;43;ft_reproducescript;-1;7508;3.6591806411743164;0;3;
/reference/realtime/example/ft_realtime_ctfproxy;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/realtime/example/ft_realtime_ctfproxy;2132;223;ft_realtime_ctfproxy;-1;7508;3.6870601177215576;0;3;
/reference/external/artinis/ft_trialfun_artinis;http://localhost:4000/configuration/;;404 Not Found;;;False;http://localhost:4000/reference/external/artinis/ft_trialfun_artinis;2224;160;ft_trialfun_artinis;-1;7508;3.758107900619507;0;3;
/faq/realtime/fieldtripbuffer/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/faq/realtime/fieldtripbuffer/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/realtime/fieldtripbuffer/;1488;7;Does the FieldTrip realtime buffer only work with MATLAB?;3.1948089599609375e-05;12241;3.687588930130005;0;3;
/faq/realtime/fieldtripbuffer_gettingstarted/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/faq/realtime/fieldtripbuffer_gettingstarted/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/realtime/fieldtripbuffer_gettingstarted/;1512;7;How should I get started with the FieldTrip realtime buffer?;4.506111145019531e-05;15516;3.69740629196167;0;3;
/faq/realtime/fieldtripbuffer_speed/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/faq/realtime/fieldtripbuffer_speed/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/realtime/fieldtripbuffer_speed/;1536;7;How fast is the FieldTrip buffer for realtime data streaming?;4.696846008300781e-05;25204;3.6235709190368652;0;3;
/faq/experiment/serialport/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/faq/experiment/serialport/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/experiment/serialport/;2730;7;What kind of cable do I need for a serial port connection between two computers?;5.1021575927734375e-05;27593;3.8493268489837646;0;3;
/example/realtime/ft_realtime_average/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/ft_realtime_average/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/ft_realtime_average/;4592;7;Example real-time average;4.410743713378906e-05;8884;2.1005148887634277;0;3;
/example/realtime/ft_realtime_classification/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/ft_realtime_classification/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/ft_realtime_classification/;4616;7;Example real-time classification;3.1948089599609375e-05;15392;2.0818541049957275;0;3;
/example/realtime/ft_realtime_hilbert/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/ft_realtime_hilbert/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/ft_realtime_hilbert/;4640;7;Realtime neurofeedback application based on Hilbert phase estimation;0.00011205673217773438;139284;3.0379531383514404;0;3;
/example/realtime/ft_realtime_powerestimate/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/ft_realtime_powerestimate/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/ft_realtime_powerestimate/;4664;7;Example real-time power estimate;3.218650817871094e-05;13840;2.547853708267212;0;3;
/example/realtime/ft_realtime_selectiveaverage/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/ft_realtime_selectiveaverage/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/ft_realtime_selectiveaverage/;4688;7;Example real-time selective average;3.409385681152344e-05;9062;2.7813730239868164;0;3;
/example/realtime/ft_realtime_signalviewer/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/ft_realtime_signalviewer/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/ft_realtime_signalviewer/;4712;7;Example real-time signal viewer;4.696846008300781e-05;12585;2.8125741481781006;0;3;
/example/realtime/realtime_evaluation/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/example/realtime/realtime_evaluation/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/realtime/realtime_evaluation/;5528;7;Measuring the timing delay and jitter for a real-time application;7.891654968261719e-05;85682;2.703371047973633;0;3;
/template/anatomy;http://localhost:4000/template/;;200 OK;Redirected to `http://localhost:4000/template/anatomy/' status: 301 Moved Permanently.;;True;http://localhost:4000/template/anatomy/;148;7;anatomy;3.0994415283203125e-05;12683;3.9944188594818115;0;3;
/template/neighbours;http://localhost:4000/template/;;200 OK;Redirected to `http://localhost:4000/template/neighbours/' status: 301 Moved Permanently.;;True;http://localhost:4000/template/neighbours/;152;7;neighbours;3.504753112792969e-05;14392;3.6359810829162598;0;3;
/template/sourcemodel;http://localhost:4000/template/;;200 OK;Redirected to `http://localhost:4000/template/sourcemodel/' status: 301 Moved Permanently.;;True;http://localhost:4000/template/sourcemodel/;153;7;sourcemodel;5.316734313964844e-05;22683;3.7904999256134033;0;3;
/template/dewar;http://localhost:4000/template/;;200 OK;Redirected to `http://localhost:4000/template/dewar/' status: 301 Moved Permanently.;;True;http://localhost:4000/template/dewar/;155;7;dewar;2.9802322387695312e-05;8831;3.687885046005249;0;3;
/development/realtime/buffer_protocol;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/buffer_protocol/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/buffer_protocol/;145;25;buffer protocol;8.130073547363281e-05;66926;3.749730110168457;0;3;
/development/realtime/reference_implementation;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/reference_implementation/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/reference_implementation/;146;11;reference implementation;5.602836608886719e-05;28704;3.683655023574829;0;3;
/development/realtime/implementation;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/implementation/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/implementation/;147;16;implementations;5.3882598876953125e-05;18259;3.461367130279541;0;3;
/development/realtime/scratchpad;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/scratchpad/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/scratchpad/;151;13;scratchpad;4.076957702636719e-05;24455;3.435957908630371;0;3;
/development/realtime/implementation/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/implementation/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/implementation/;10105;7;Specific software implementations for realtime EEG/MEG/fMRI/NIRS;5.3882598876953125e-05;18259;3.461367130279541;0;3;
/development/realtime/reference_implementation/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/reference_implementation/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/reference_implementation/;11839;7;FieldTrip buffer reference implementation;5.602836608886719e-05;28704;3.683655023574829;0;3;
/development/realtime/scratchpad/;http://localhost:4000/development/realtime/;;200 OK;Redirected to `http://localhost:4000/development/realtime/scratchpad/' status: 301 Moved Permanently.;;True;http://localhost:4000/development/realtime/scratchpad/;11995;7;Scratchpad for the realtime buffer interface;4.076957702636719e-05;24455;3.435957908630371;0;3;
http://localhost:4000/faq/other/workshop/;http://localhost:4000/faq/can_i_organize_my_own_workshop/;;200 OK;Redirected to `http://localhost:4000/faq/other/workshop/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/workshop/;5;3;;3.2901763916015625e-05;8819;4.520789861679077;0;3;
/faq/how_should_i_send_example_data_to_the_developers;http://localhost:4000/development/issues/;;200 OK;Redirected to `http://localhost:4000/faq/how_should_i_send_example_data_to_the_developers/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/how_should_i_send_example_data_to_the_developers/;198;282;here;3.2901763916015625e-05;549;3.2845258712768555;0;3;
/workshop/cuttingeegx/squids_vs_opms;http://localhost:4000/workshop/cuttingeegx/;;200 OK;Redirected to `http://localhost:4000/workshop/cuttingeegx/squids_vs_opms/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/cuttingeegx/squids_vs_opms/;150;30;preprocessing and coregistration of SQUID-based and OPM-based data;8.7738037109375e-05;90089;3.3595080375671387;0;3;
/workshop/cuttingeegx/test_installation;http://localhost:4000/workshop/cuttingeegx/;;200 OK;Redirected to `http://localhost:4000/workshop/cuttingeegx/test_installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/cuttingeegx/test_installation/;215;140;test your MATLAB and FieldTrip installation in advance;3.695487976074219e-05;12281;3.4488182067871094;0;3;
/workshop/toolkit2024/test_installation;http://localhost:4000/workshop/toolkit2024/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2024/test_installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2024/test_installation/;376;224;test your MATLAB and FieldTrip installation in advance;3.790855407714844e-05;12345;3.0129079818725586;0;3;
/workshop/toolkit2024/code_of_conduct;http://localhost:4000/workshop/toolkit2024/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2024/code_of_conduct/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2024/code_of_conduct/;527;59;Code of Conduct;3.6716461181640625e-05;15931;2.916308879852295;0;3;
/faq/mexmaci64_cannot_be_opened_because_the_developer_cannot_be_verified;http://localhost:4000/workshop/wired2024/;;200 OK;Redirected to `http://localhost:4000/faq/mexmaci64_cannot_be_opened_because_the_developer_cannot_be_verified/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/mexmaci64_cannot_be_opened_because_the_developer_cannot_be_verified/;197;287;FAQ;2.5987625122070312e-05;509;2.7999958992004395;0;3;
/workshop/toolkit2023/test_installation;http://localhost:4000/workshop/toolkit2023/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2023/test_installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2023/test_installation/;368;224;test your MATLAB and FieldTrip installation in advance;3.0994415283203125e-05;12196;2.741539239883423;0;3;
/workshop/toolkit2023/code_of_conduct;http://localhost:4000/workshop/toolkit2023/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2023/code_of_conduct/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2023/code_of_conduct/;399;59;Code of Conduct;3.981590270996094e-05;15931;2.8218979835510254;0;3;
/faq/installation/;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/faq/installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/installation/;178;16;this FAQ;2.8133392333984375e-05;529;3.4151079654693604;0;3;
/workshop/fitng2023/do_group_analysis;http://localhost:4000/workshop/fitng2023/;;200 OK;Redirected to `http://localhost:4000/workshop/fitng2023/do_group_analysis/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/fitng2023/do_group_analysis/;285;54;do_group_analysis;0.0001049041748046875;107930;2.6467390060424805;0;3;
/workshop/practicalmeeg2022/handson_raw2erp;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/workshop/practicalmeeg2022/handson_raw2erp/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/practicalmeeg2022/handson_raw2erp/;160;7;Preprocessing raw data and computing ERPs/ERFs;7.915496826171875e-05;79698;2.843820095062256;0;3;
/workshop/practicalmeeg2022/handson_artifacts;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/workshop/practicalmeeg2022/handson_artifacts/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/practicalmeeg2022/handson_artifacts/;161;7;Dealing with artifacts;9.822845458984375e-05;77793;2.9038782119750977;0;3;
/workshop/practicalmeeg2022/handson_sensoranalysis;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/workshop/practicalmeeg2022/handson_sensoranalysis/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/practicalmeeg2022/handson_sensoranalysis/;162;7;Time-frequency analysis using Hanning window, multitapers and wavelets;9.226799011230469e-05;79926;2.9345390796661377;0;3;
/workshop/practicalmeeg2022/handson_anatomy;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/workshop/practicalmeeg2022/handson_anatomy/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/practicalmeeg2022/handson_anatomy/;163;7;Creation of headmodels and sourcemodels for source reconstruction;0.00011181831359863281;121104;3.289128303527832;0;3;
/workshop/practicalmeeg2022/handson_sourceanalysis;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/workshop/practicalmeeg2022/handson_sourceanalysis/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/practicalmeeg2022/handson_sourceanalysis/;164;7;Reconstructing source activity using beamformers;7.033348083496094e-05;64931;3.2789978981018066;0;3;
/workshop/practicalmeeg2022/handson_groupanalysis;http://localhost:4000/workshop/practicalmeeg2022/;;200 OK;Redirected to `http://localhost:4000/workshop/practicalmeeg2022/handson_groupanalysis/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/practicalmeeg2022/handson_groupanalysis/;165;7;Group-level statistics with parametric and non-parametric methods;7.772445678710938e-05;89054;3.299337863922119;0;3;
/tag/eeg-language;http://localhost:4000/workshop/bcbt2022/;;200 OK;Redirected to `http://localhost:4000/tag/eeg-language/' status: 301 Moved Permanently.;;True;http://localhost:4000/tag/eeg-language/;156;25;eeg-language;3.719329833984375e-05;9838;3.8165700435638428;0;3;
/workshop/cuttingeeg2021/bids_language;http://localhost:4000/workshop/bcbt2022/;;200 OK;Redirected to `http://localhost:4000/workshop/cuttingeeg2021/bids_language/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/cuttingeeg2021/bids_language/;160;84;this page;4.887580871582031e-05;37459;3.7567460536956787;0;3;
/workshop/toolkit2022/test_installation;http://localhost:4000/workshop/toolkit2022/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2022/test_installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2022/test_installation/;364;198;test your MATLAB and FieldTrip installation in advance;3.0994415283203125e-05;12196;4.467002868652344;0;3;
/workshop/toolkit2022/code_of_conduct;http://localhost:4000/workshop/toolkit2022/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2022/code_of_conduct/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2022/code_of_conduct/;393;59;Code of Conduct;3.2901763916015625e-05;15931;4.428168773651123;0;3;
/workshop/cuttingeeg2021/tutorial_freq;http://localhost:4000/workshop/cuttingeeg2021/;;200 OK;Redirected to `http://localhost:4000/workshop/cuttingeeg2021/tutorial_freq/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/cuttingeeg2021/tutorial_freq/;150;46;time-frequency analysis on short and long timescales;9.703636169433594e-05;100980;4.240077018737793;0;3;
/workshop/toolkit2021/test_installation;http://localhost:4000/workshop/toolkit2021/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2021/test_installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2021/test_installation/;244;127;test your MATLAB and FieldTrip installation in advance;3.3855438232421875e-05;12473;4.536471128463745;0;3;
/workshop/toolkit2021/code_of_conduct;http://localhost:4000/workshop/toolkit2021/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2021/code_of_conduct/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2021/code_of_conduct/;248;59;Code of Conduct;3.409385681152344e-05;15931;4.224548816680908;0;3;
/workshop/toolkit2020/preparation;http://localhost:4000/workshop/toolkit2020/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2020/preparation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2020/preparation/;181;195;preparations;3.1948089599609375e-05;11461;3.68972110748291;0;3;
/workshop/toolkit2020/test_installation;http://localhost:4000/workshop/toolkit2020/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2020/test_installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2020/test_installation/;185;214;test their MATLAB and FieldTrip installation in advance;3.0994415283203125e-05;12579;3.561998128890991;0;3;
/workshop/toolkit2020/lessons_learned;http://localhost:4000/workshop/toolkit2020/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2020/lessons_learned/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2020/lessons_learned/;189;118;lessons that we learned;3.886222839355469e-05;12374;3.5260009765625;0;3;
/workshop/toolkit2020/code_of_conduct;http://localhost:4000/workshop/toolkit2020/;;200 OK;Redirected to `http://localhost:4000/workshop/toolkit2020/code_of_conduct/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/toolkit2020/code_of_conduct/;197;101;Code of Conduct;3.409385681152344e-05;15931;3.8142049312591553;0;3;
/workshop/paris2019/dataset;http://localhost:4000/workshop/paris2019/;;200 OK;Redirected to `http://localhost:4000/workshop/paris2019/dataset/' status: 301 Moved Permanently.;;True;http://localhost:4000/workshop/paris2019/dataset/;164;49;dataset;3.695487976074219e-05;12999;3.5583062171936035;0;3;
